# PBE Book proximity tables — generated by tools/geo-data, do not edit by hand.
# US Census 2020 ZCTA Gazetteer (public domain) sha256:335402fb16b41303
# GeoNames US postal codes (CC BY 4.0, https://www.geonames.org/) sha256:65dfe4f26002b528
# US Census sub-county population estimates 2024 (public domain) column:POPESTIMATE2024 sha256:af9cd4835c93552a
# coordinates rounded to 2 decimal places (~1.1 km)
# population threshold: 10000
# rows: 3590
city,state,lat,lon
North Branford,CT,41.33,-72.78
North Brunswick,NJ,40.44,-74.48
North Canton,OH,40.9,-81.43
North Charleston,SC,32.88,-80.02
North Chicago,IL,42.38,-87.82
North Haven,CT,41.38,-72.86
North Kingstown,RI,41.59,-71.46
North Las Vegas,NV,36.26,-115.15
North Liberty,IA,41.77,-91.63
North Little Rock,AR,34.79,-92.29
North Miami Beach,FL,25.93,-80.13
North Myrtle Beach,SC,33.82,-78.67
North Olmsted,OH,41.42,-81.92
North Palm Beach,FL,26.84,-80.05
North Platte,NE,41.1,-100.77
North Port,FL,27.07,-82.19
North Providence,RI,41.85,-71.47
North Reading,MA,42.58,-71.09
North Richland Hills,TX,32.87,-97.22
North Ridgeville,OH,41.39,-82.02
North Royalton,OH,41.31,-81.75
North Salt Lake,UT,40.84,-111.92
North Smithfield,RI,41.98,-71.54
North Tonawanda,NY,43.08,-78.84
Northampton,MA,42.34,-72.64
Northampton,PA,40.72,-75.47
Northborough,MA,42.32,-71.65
Northbridge,MA,42.14,-71.64
Northbrook,IL,42.13,-87.84
Northfield,MN,44.47,-93.18
Northport,AL,33.31,-87.59
Northville,MI,42.42,-83.53
Norton,MA,41.97,-71.18
Norwalk,CA,33.9,-118.08
Norwalk,CT,41.17,-73.4
Norwalk,IA,41.46,-93.71
Norwalk,OH,41.22,-82.58
Norwell,MA,42.16,-70.82
Norwich,CT,41.55,-72.09
Norwich,OH,40.06,-81.78
Norwood,MA,42.19,-71.2
Nottoway,VA,37.12,-78.06
Novato,CA,38.11,-122.56
Novi,MI,42.48,-83.48
Nutley,NJ,40.82,-74.16
Oak Creek,WI,42.88,-87.9
Oak Forest,IL,41.61,-87.75
Oak Harbor,WA,48.33,-122.65
Oak Lawn,IL,41.76,-87.72
Oak Park,IL,41.89,-87.79
Oak Park,MI,42.46,-83.18
Oak Ridge,TN,36.04,-84.24
Oakdale,CA,37.79,-120.76
Oakland,CA,37.79,-122.24
Oakland,MI,42.77,-83.16
Oakland,NJ,41.03,-74.24
Oakland,TN,35.21,-89.51
Oakley,CA,37.99,-121.69
Ocala,FL,29.17,-82.15
Ocean City,NJ,39.26,-74.61
Ocean Springs,MS,30.41,-88.8
Oceanside,CA,33.23,-117.34
Ocoee,FL,28.58,-81.53
Oconomowoc,WI,43.11,-88.49
Odessa,TX,31.84,-102.39
Ogden,UT,41.24,-111.98
Oklahoma City,OK,35.5,-97.49
Okmulgee,OK,35.64,-96
Olathe,KS,38.88,-94.83
Old Bridge,NJ,40.39,-74.33
Old Saybrook,CT,41.3,-72.38
Oldsmar,FL,28.04,-82.67
Olean,NY,42.07,-78.41
Olive Branch,MS,34.93,-89.82
Olympia,WA,47.04,-122.9
Omaha,NE,41.26,-96.01
Onalaska,WI,43.91,-91.23
Oneida,NY,43.06,-75.66
Oneonta,NY,42.48,-75.04
Ontario,CA,34.06,-117.63
Ontario,NY,43.23,-77.31
Ontario,OR,44.11,-117.08
Opa Locka,FL,25.93,-80.28
Opelika,AL,32.61,-85.37
Opelousas,LA,30.53,-92.09
Orange,CA,33.8,-117.82
Orange,CT,41.28,-73.02
Orange,TX,30.12,-93.8
Orange City,FL,28.95,-81.3
Orangeburg,SC,33.51,-80.85
Orchard Park,NY,42.75,-78.74
Oregon,OH,41.66,-83.41
Oregon,WI,42.93,-89.39
Oregon City,OR,45.32,-122.54
Orem,UT,40.27,-111.66
Orinda,CA,37.88,-122.18
Orland Park,IL,41.62,-87.86
Orlando,FL,28.52,-81.31
Ormond Beach,FL,29.3,-81.09
Orono,ME,44.89,-68.7
Oroville,CA,39.53,-121.49
Oshkosh,WI,44.03,-88.6
Oshtemo,MI,42.26,-85.68
Oskaloosa,IA,41.27,-92.66
Ossining,NY,41.19,-73.83
Oswego,IL,41.67,-88.32
Oswego,NY,43.44,-76.46
Ottawa,IL,41.37,-88.87
Ottawa,KS,38.62,-95.28
Ottumwa,IA,41.04,-92.43
Overland Park,KS,38.91,-94.73
Oviedo,FL,28.69,-81.15
Owasso,OK,36.28,-95.82
Owatonna,MN,44.06,-93.22
Owego,NY,42.12,-76.25
Owensboro,KY,37.75,-87.13
Owosso,MI,43,-84.19
Oxford,AL,33.58,-85.83
Oxford,CT,41.44,-73.15
Oxford,MA,42.12,-71.86
Oxford,MI,42.84,-83.24
Oxford,MS,34.33,-89.47
Oxford,OH,39.49,-84.74
Oxnard,CA,34.15,-119.16
Oyster Bay,NY,40.87,-73.53
Ozark,AL,31.47,-85.63
Ozark,MO,36.98,-93.21
Pacific Grove,CA,36.62,-121.93
Pacifica,CA,37.61,-122.48
Paducah,KY,37.04,-88.67
Painesville,OH,41.7,-81.21
Palatine,IL,42.11,-88.03
Palatka,FL,29.67,-81.67
Palestine,TX,31.79,-95.62
Palisades Park,NJ,40.85,-74
Palm Bay,FL,28.01,-80.64
Palm Beach Gardens,FL,26.86,-80.13
Palm Coast,FL,29.52,-81.24
Palm Desert,CA,33.72,-116.38
Palm Springs,CA,33.78,-116.53
Palmdale,CA,34.56,-118.07
Palmer,MA,42.19,-72.31
Palmetto,FL,27.55,-82.56
Palo Alto,CA,37.43,-122.14
Palo Pinto,TX,32.76,-98.28
Palos Heights,IL,41.66,-87.79
Palos Hills,IL,41.7,-87.83
Pampa,TX,35.53,-100.93
Panama City,FL,30.2,-85.65
Panama City Beach,FL,30.26,-85.85
Panola,TX,32.36,-94.09
Papillion,NE,41.11,-96.02
Paradise Valley,AZ,33.54,-111.96
Paragould,AR,36.07,-90.51
Paramount,CA,33.9,-118.17
Paramus,NJ,40.95,-74.07
Paris,KY,38.21,-84.24
Paris,OH,40.79,-81.15
Paris,TN,36.31,-88.33
Paris,TX,33.65,-95.55
Park City,MT,45.66,-108.93
Park Forest,IL,41.48,-87.68
Park Ridge,IL,42.01,-87.84
Parker,CO,39.51,-104.72
Parkersburg,WV,39.24,-81.52
Parlier,CA,36.62,-119.52
Pasadena,CA,34.15,-118.14
Pasadena,TX,29.66,-95.16
Pascagoula,MS,30.38,-88.56
Pasco,WA,46.31,-119.02
Paso Robles,CA,35.71,-120.72
Passaic,NJ,40.86,-74.13
Pataskala,OH,40.01,-82.68
Patchogue,NY,40.76,-72.99
Paterson,NJ,40.94,-74.19
Patoka,IN,38.42,-87.6
Patterson,CA,37.45,-121.23
Patterson,NY,41.5,-73.59
Patton,PA,40.65,-78.62
Pawtucket,RI,41.87,-71.37
Payson,AZ,34.22,-111.29
Payson,UT,39.96,-111.72
Pea Ridge,AR,36.46,-94.12
Peabody,MA,42.59,-70.92
Peachtree City,GA,33.4,-84.59
Peachtree Corners,GA,33.97,-84.23
Pearl,MS,32.27,-90.11
Pearland,TX,29.54,-95.29
Pecos,TX,31.42,-103.63
Peekskill,NY,41.29,-73.92
Pekin,IL,40.56,-89.64
Pelham,AL,33.32,-86.74
Pelham,NH,42.73,-71.34
Pelham,NY,40.9,-73.81
Pell City,AL,33.59,-86.31
Pella,IA,41.42,-92.9
Pemberton,NJ,39.96,-74.67
Pembroke,MA,42.07,-70.81
Pembroke Pines,FL,26.01,-80.28
Pendleton,KY,38.5,-85.33
Pendleton,OR,45.67,-118.82
Penfield,NY,43.15,-77.44
Penn,PA,40.34,-79.64
Pennington,MN,47.47,-94.45
Pennsauken,NJ,39.97,-75.06
Pennsville,NJ,39.62,-75.52
Pensacola,FL,30.43,-87.26
Peoria,AZ,33.63,-112.24
Peoria,IL,40.72,-89.64
Pepperell,MA,42.67,-71.6
Pequannock,NJ,40.95,-74.29
Perris,CA,33.8,-117.25
Perry,GA,32.44,-83.75
Perry,OH,41.76,-81.14
Perrysburg,OH,41.54,-83.6
Perth Amboy,NJ,40.48,-74.34
Peru,IL,41.33,-89.14
Peru,IN,40.76,-86.06
Petal,MS,31.34,-89.19
Petaluma,CA,38.24,-122.65
Petersburg,VA,37.18,-77.43
Pewaukee,WI,43.08,-88.27
Pflugerville,TX,30.44,-97.6
Pharr,TX,26.15,-98.19
Phenix City,AL,32.47,-85.05
Philadelphia,PA,39.99,-75.14
Phillipsburg,NJ,40.71,-75.15
Phoenix,AZ,33.49,-112.08
Phoenixville,PA,40.13,-75.53
Picayune,MS,30.52,-89.59
Pickerington,OH,39.9,-82.74
Pico Rivera,CA,33.98,-118.1
Piedmont,CA,37.82,-122.23
Pierre,SD,44.53,-100.31
Pike Road,AL,32.3,-86.08
Pine Bluff,AR,34.18,-92
Pinehurst,NC,35.21,-79.45
Pinellas Park,FL,27.86,-82.71
Pineville,LA,31.34,-92.4
Pineville,NC,35.09,-80.89
Pinole,CA,37.99,-122.28
Piqua,OH,40.16,-84.23
Piscataway,NJ,40.49,-74.44
Pittsburg,CA,38.01,-121.91
Pittsburg,KS,37.39,-94.71
Pittsburgh,PA,40.44,-80
Pittsfield,MA,42.41,-73.24
Pittsford,NY,43.06,-77.52
Placentia,CA,33.88,-117.85
Placerville,CA,38.73,-120.79
Plain City,OH,40.1,-83.28
Plainfield,CT,41.68,-71.91
Plainfield,IL,41.62,-88.23
Plainfield,IN,39.69,-86.39
Plainfield,NJ,40.63,-74.39
Plainsboro,NJ,40.33,-74.58
Plainview,TX,34.12,-101.78
Plainville,CT,41.67,-72.86
Plainville,MA,42.01,-71.34
Plano,IL,41.68,-88.54
Plano,TX,33.04,-96.72
Plant City,FL,28.01,-82.12
Plantation,FL,26.13,-80.23
Plattekill,NY,41.64,-74.08
Platteville,WI,42.75,-90.49
Plattsburgh,NY,44.69,-73.45
Pleasant City,OH,39.89,-81.53
Pleasant Grove,UT,40.44,-111.67
Pleasant Hill,CA,37.95,-122.08
Pleasant Hill,IA,41.59,-93.49
Pleasant Prairie,WI,42.52,-87.89
Pleasanton,CA,37.72,-121.86
Pleasanton,TX,28.94,-98.43
Pleasantville,NJ,39.39,-74.52
Plover,WI,44.41,-89.54
Plymouth,CT,41.64,-73.04
Plymouth,IN,41.36,-86.33
Plymouth,MA,41.94,-70.67
Plymouth,MI,42.37,-83.53
Plymouth,PA,41.25,-75.96
Pocatello,ID,42.87,-112.41
Polk,MO,37.76,-93.29
Pomona,CA,34.06,-117.76
Pompano Beach,FL,26.26,-80.17
Pompton Lakes,NJ,41,-74.29
Ponca City,OK,36.7,-97.09
Pontiac,IL,40.88,-88.63
Pontiac,MI,42.65,-83.29
Pooler,GA,32.11,-81.26
Poplar Bluff,MO,36.77,-90.44
Poquoson,VA,37.13,-76.35
Port Angeles,WA,47.97,-123.59
Port Arthur,TX,29.91,-93.96
Port Chester,NY,41.02,-73.68
Port Hueneme,CA,34.13,-119.15
Port Huron,MI,42.97,-82.44
Port Lavaca,TX,28.61,-96.62
Port Neches,TX,29.99,-93.96
Port Orange,FL,29.12,-81.01
Port Orchard,WA,47.5,-122.64
Port Royal,SC,32.38,-80.69
Port Saint Lucie,FL,27.3,-80.39
Port Townsend,WA,48.05,-122.84
Port Washington,WI,43.42,-87.88
Port Wentworth,GA,32.19,-81.19
Portage,IN,41.59,-87.18
Portage,MI,42.19,-85.6
Portales,NM,34.13,-103.3
Porterville,CA,36.02,-119
Portland,ME,43.66,-70.26
Portland,OR,45.52,-122.67
Portland,TN,36.57,-86.5
Portland,TX,27.89,-97.38
Portsmouth,NH,43.07,-70.77
Portsmouth,OH,38.78,-82.92
Portsmouth,RI,41.59,-71.26
Portsmouth,VA,36.84,-76.34
Post Falls,ID,47.72,-116.96
Potsdam,NY,44.66,-74.96
Pottstown,PA,40.22,-75.65
Pottsville,PA,40.68,-76.28
Poughkeepsie,NY,41.71,-73.85
Poulsbo,WA,47.75,-122.63
Poway,CA,32.97,-117.03
Powder Springs,GA,33.87,-84.69
Powell,OH,40.18,-83.09
Powhatan,VA,37.55,-77.94
Prairie Village,KS,39,-94.63
Prattville,AL,32.49,-86.48
Prescott,AZ,34.61,-112.54
Prescott Valley,AZ,34.67,-112.3
Prince George,VA,37.22,-77.27
Princeton,NJ,40.34,-74.67
Princeton,TX,33.16,-96.48
Prineville,OR,44.16,-120.59
Prior Lake,MN,44.68,-93.41
Prospect Heights,IL,42.1,-87.93
Prosper,TX,33.24,-96.81
Providence,RI,41.82,-71.42
Provo,UT,40.25,-111.63
Pueblo,CO,38.22,-104.61
Pullman,WA,46.73,-117.18
Punta Gorda,FL,26.93,-81.98
Putnam Valley,NY,41.4,-73.84
Puyallup,WA,47.16,-122.3
Queen Creek,AZ,33.2,-111.64
Queens Village,NY,40.72,-73.74
Queensbury,NY,43.34,-73.69
Quincy,IL,39.93,-91.38
Quincy,MA,42.27,-71.01
Racine,WI,42.74,-87.78
Radcliff,KY,37.77,-85.96
Radford,VA,37.12,-80.56
Rahway,NJ,40.61,-74.28
Rainbow City,AL,33.93,-86.1
Raleigh,NC,35.81,-78.64
Raleigh,WV,37.76,-81.17
Ramsey,NJ,41.06,-74.15
Rancho Cordova,CA,38.58,-121.26
Rancho Cucamonga,CA,34.13,-117.57
Rancho Mirage,CA,33.77,-116.43
Rancho Palos Verdes,CA,33.75,-118.37
Rancho Santa Margarita,CA,33.62,-117.61
Randolph,AL,32.92,-86.9
Randolph,MA,42.18,-71.05
Randolph,NJ,40.84,-74.58
Rantoul,IL,40.31,-88.15
Rapid City,SD,44.07,-103.25
Raritan,NJ,40.57,-74.65
Rathdrum,ID,47.86,-116.9
Ravalli,MT,47.3,-114.18
Ravenna,OH,41.17,-81.21
Raymond,NH,43.04,-71.21
Raymondville,TX,26.49,-97.74
Raymore,MO,38.8,-94.45
Raynham,MA,41.94,-71.05
Reading,MA,42.54,-71.11
Reading,PA,40.35,-75.94
Readington,NJ,40.57,-74.74
Red Bank,NJ,40.36,-74.08
Red Bluff,CA,40.18,-122.38
Red Hook,NY,42,-73.81
Red Oak,TX,32.52,-96.81
Red Wing,MN,44.51,-92.54
Redding,CA,40.87,-122.54
Redford,MI,42.4,-83.29
Redlands,CA,34.05,-117.17
Redmond,OR,44.28,-121.22
Redmond,WA,47.67,-122.09
Redondo Beach,CA,33.85,-118.38
Redwood City,CA,37.46,-122.26
Reedley,CA,36.66,-119.4
Reedsburg,WI,43.46,-89.98
Rehoboth,MA,41.85,-71.24
Reidsville,NC,36.37,-79.71
Reno,NV,39.55,-119.82
Renton,WA,47.47,-122.17
Republic,MO,37.14,-93.51
Revere,MA,42.42,-71
Rexburg,ID,43.81,-111.76
Reynoldsburg,OH,39.96,-82.79
Rialto,CA,34.14,-117.39
Richardson,TX,32.89,-96.73
Richfield,WI,43.27,-88.21
Richland,IN,37.94,-87.18
Richland,MT,48.83,-106.09
Richland,PA,40.44,-76.28
Richland,SC,34.76,-83.09
Richland,WA,46.29,-119.29
Richmond,CA,37.93,-122.34
Richmond,IN,39.83,-84.89
Richmond,KY,37.75,-84.3
Richmond,TX,29.6,-95.73
Richmond,VA,37.53,-77.47
Richmond Hill,GA,31.85,-81.26
Richton Park,IL,41.48,-87.73
Ridgecrest,CA,35.61,-117.68
Ridgefield,CT,41.3,-73.5
Ridgefield,NJ,40.83,-74.01
Ridgefield,WA,45.8,-122.7
Ridgefield Park,NJ,40.85,-74.02
Ridgeland,MS,32.43,-90.15
Ridgewood,NJ,40.98,-74.12
Rifle,CO,39.75,-108.11
Rincon,GA,32.3,-81.23
Ringwood,NJ,41.1,-74.26
Rio Grande City,TX,26.53,-98.74
Rio Rancho,NM,35.21,-106.72
Rio Vista,CA,38.15,-121.74
Ripon,CA,37.76,-121.13
River Edge,NJ,40.93,-74.04
River Falls,WI,44.85,-92.61
River Forest,IL,41.89,-87.82
River Grove,IL,41.93,-87.84
Riverbank,CA,37.73,-120.94
Riverdale,GA,33.56,-84.42
Riverdale,IL,41.65,-87.63
Riverhead,NY,40.93,-72.65
Riverside,CA,33.94,-117.4
Riverside,IL,41.84,-87.82
Riverton,UT,40.49,-111.94
Riverton,WY,43.03,-108.21
Riverview,MI,42.17,-83.21
Roanoke,TX,33.01,-97.23
Roanoke,VA,37.28,-79.95
Roanoke Rapids,NC,36.42,-77.72
Robinson,PA,40.4,-79.12
Robstown,TX,27.79,-97.74
Rochester,MI,42.68,-83.15
Rochester,MN,44.03,-92.48
Rochester,NH,43.3,-70.97
Rochester,NY,43.2,-77.64
Rock Hill,SC,34.96,-81.1
Rock Island,IL,41.52,-90.58
Rock Springs,WY,41.49,-109.09
Rockaway,NJ,40.95,-74.49
Rockford,IL,42.29,-89.09
Rockland,MA,42.13,-70.91
Rockledge,FL,28.32,-80.73
Rocklin,CA,38.81,-121.25
Rockport,TX,28.06,-97.07
Rockton,IL,42.44,-89.14
Rockville,MD,39.09,-77.15
Rockville Centre,NY,40.67,-73.64
Rockwall,TX,32.9,-96.44
Rocky Hill,CT,41.66,-72.66
Rocky Mount,NC,35.93,-77.8
Rocky River,OH,41.47,-81.85
Rogers,AR,36.32,-94.08
Rogers,MN,45.18,-93.58
Rohnert Park,CA,38.34,-122.7
Rolesville,NC,35.92,-78.46
Rolla,MO,37.93,-91.77
Rolling Meadows,IL,42.08,-88.02
Roma,TX,26.57,-98.96
Rome,GA,34.11,-84.94
Rome,NY,43.23,-75.45
Romeoville,IL,41.63,-88.11
Romulus,MI,42.23,-83.39
Roscoe,IL,42.42,-88.99
Roseburg,OR,43.24,-123.36
Roselle,IL,41.98,-88.09
Roselle,NJ,40.65,-74.26
Roselle Park,NJ,40.67,-74.27
Rosemead,CA,34.08,-118.07
Rosemount,MN,44.74,-93.06
Rosenberg,TX,29.55,-95.86
Roseville,CA,38.76,-121.3
Roseville,MI,42.51,-82.94
Roswell,GA,34.03,-84.35
Roswell,NM,33.42,-104.31
Round Lake,IL,42.35,-88.11
Round Rock,TX,30.59,-97.64
Rowlett,TX,32.91,-96.55
Roy,UT,41.17,-112.05
Royal Oak,MI,42.5,-83.15
Royal Palm Beach,FL,26.71,-80.23
Royse City,TX,32.94,-96.31
Russellville,AL,34.5,-87.75
Russellville,AR,35.33,-93.1
Ruston,LA,32.54,-92.65
Rutherford,NJ,40.82,-74.11
Rutland,IL,40.98,-89.04
Rutland,VT,43.61,-72.94
Rye,NY,40.98,-73.69
Sachse,TX,32.97,-96.58
Saco,ME,43.55,-70.47
Sacramento,CA,38.58,-121.47
Saddle Brook,NJ,40.9,-74.09
Safety Harbor,FL,28.01,-82.69
Safford,AZ,32.81,-109.55
Saginaw,MI,43.42,-84
Sahuarita,AZ,31.92,-111.02
Saint Albans,WV,38.37,-81.85
Saint Ann,MO,38.73,-90.39
Saint Augustine,FL,29.9,-81.38
Saint Charles,IL,41.94,-88.34
Saint Charles,MO,38.77,-90.54
Saint Clair Shores,MI,42.49,-82.9
Saint Cloud,FL,28.22,-81.2
Saint Cloud,MN,45.55,-94.16
Saint George,UT,37.11,-113.58
Saint Helens,OR,45.88,-122.95
Saint John,IN,41.45,-87.47
Saint Johns,FL,30.07,-81.59
Saint Joseph,MO,39.75,-94.83
Saint Louis,MO,38.64,-90.29
Saint Marys,GA,30.9,-81.43
Saint Marys,OH,40.57,-84.39
Saint Marys,PA,41.46,-78.52
Saint Marys City,MD,38.18,-76.43
Saint Michael,MN,45.21,-93.69
Saint Paul,MN,44.96,-93.1
Saint Peter,MN,44.36,-94.04
Saint Peters,MO,38.8,-90.62
Saint Petersburg,FL,27.83,-82.7
Salem,MA,42.59,-70.87
Salem,NH,42.79,-71.22
Salem,OH,40.9,-80.87
Salem,OR,44.95,-123.02
Salem,UT,40.03,-111.64
Salem,VA,37.29,-80.08
Salina,KS,38.84,-97.63
Salinas,CA,36.69,-121.64
Salisbury,MD,38.36,-75.59
Salisbury,NC,35.67,-80.47
Salisbury,PA,39.75,-79.11
Salt Lake City,UT,40.71,-111.88
Sammamish,WA,47.61,-122.04
San Angelo,TX,31.46,-100.43
San Anselmo,CA,37.99,-122.57
San Antonio,TX,29.46,-98.5
San Benito,TX,26.11,-97.63
San Bernardino,CA,34.12,-117.3
San Bruno,CA,37.63,-122.43
San Carlos,CA,37.5,-122.27
San Clemente,CA,33.44,-117.61
San Diego,CA,32.76,-117.15
San Dimas,CA,34.11,-117.81
San Elizario,TX,31.56,-106.25
San Fernando,CA,34.28,-118.44
San Francisco,CA,37.77,-122.43
San Gabriel,CA,34.1,-118.1
San Jacinto,CA,33.8,-116.97
San Jose,CA,37.32,-121.88
San Juan,TX,26.17,-98.15
San Juan Capistrano,CA,33.5,-117.63
San Leandro,CA,37.7,-122.15
San Luis,AZ,32.51,-114.74
San Luis Obispo,CA,35.27,-120.66
San Marcos,CA,33.14,-117.17
San Marcos,TX,29.97,-97.98
San Marino,CA,34.12,-118.11
San Mateo,CA,37.55,-122.31
San Miguel,NM,32.16,-106.73
San Pablo,CA,37.98,-122.34
San Rafael,CA,38,-122.54
San Ramon,CA,37.76,-121.94
Sand Springs,OK,36.15,-96.2
Sanders,MT,46.28,-107.07
Sandpoint,ID,48.48,-116.51
Sandusky,OH,41.44,-82.72
Sandwich,MA,41.73,-70.48
Sandy,OR,45.39,-122.16
Sandy,UT,40.6,-111.85
Sanford,FL,28.79,-81.27
Sanford,ME,43.42,-70.75
Sanford,NC,35.46,-79.17
Sanger,CA,36.82,-119.46
Sanger,TX,33.37,-97.21
Santa Ana,CA,33.74,-117.87
Santa Barbara,CA,34.43,-119.73
Santa Clara,CA,37.36,-121.96
Santa Clarita,CA,34.43,-118.51
Santa Cruz,CA,37,-122.03
Santa Fe,NM,35.63,-105.96
Santa Fe,TX,29.36,-95.11
Santa Fe Springs,CA,33.94,-118.07
Santa Maria,CA,34.92,-120.41
Santa Monica,CA,34.02,-118.49
Santa Paula,CA,34.38,-119.07
Santa Rosa,CA,38.46,-122.71
Santaquin,UT,39.97,-111.81
Santee,CA,32.85,-116.98
Sapulpa,OK,36.01,-96.12
Saraland,AL,30.85,-88.11
Sarasota,FL,27.32,-82.5
Saratoga,CA,37.26,-122.04
Saratoga Springs,NY,43.07,-73.74
Saratoga Springs,UT,40.34,-111.91
Sartell,MN,45.65,-94.25
Satellite Beach,FL,28.18,-80.6
Saugerties,NY,42.09,-73.99
Saugus,MA,42.47,-71.01
Sauk Rapids,MN,45.64,-94.08
Sault Sainte Marie,MI,46.42,-84.29
Savage,MN,44.76,-93.36
Savannah,GA,32.02,-81.09
Sayreville,NJ,40.44,-74.39
Scarborough,ME,43.59,-70.32
Scarsdale,NY,40.99,-73.79
Schaumburg,IL,42.04,-88.08
Schenectady,NY,42.81,-73.95
Schererville,IN,41.49,-87.45
Schertz,TX,29.55,-98.26
Schiller Park,IL,41.96,-87.87
Scituate,MA,42.2,-70.76
Scotch Plains,NJ,40.63,-74.37
Scott,MS,33.56,-91.05
Scotts Valley,CA,37.06,-122.01
Scottsbluff,NE,41.9,-103.65
Scottsboro,AL,34.69,-86.1
Scottsdale,AZ,33.58,-111.88
Scranton,PA,41.42,-75.65
Seabrook,TX,29.58,-95.04
Seagoville,TX,32.6,-96.54
Seal Beach,CA,33.76,-118.07
Searcy,AR,35.25,-91.73
Seaside,CA,36.61,-121.79
Seattle,WA,47.61,-122.33
Sebastian,FL,27.78,-80.54
Sebring,FL,27.46,-81.45
Secaucus,NJ,40.75,-74.07
Sedalia,MO,38.7,-93.23
Sedro Woolley,WA,48.55,-122.14
Seekonk,MA,41.84,-71.32
Seguin,TX,29.58,-97.95
Sellersburg,IN,38.4,-85.77
Selma,AL,32.44,-86.99
Selma,CA,36.54,-119.64
Seminole,FL,27.85,-82.79
Sequatchie,TN,35.17,-85.65
Severance,CO,40.53,-104.85
Sevier,UT,38.58,-112.32
Sevierville,TN,35.83,-83.57
Seymour,CT,41.39,-73.08
Seymour,IN,38.97,-85.94
Shafter,CA,35.49,-119.29
Shakopee,MN,44.74,-93.51
Sharon,MA,42.11,-71.18
Sharon,PA,41.23,-80.5
Shasta,CA,40.62,-122.63
Shasta Lake,CA,40.68,-122.38
Shawnee,KS,39.02,-94.77
Shawnee,OH,39.62,-82.21
Shawnee,OK,35.35,-96.94
Sheboygan,WI,43.75,-87.7
Shelby,AL,33.1,-86.54
Shelby,MI,43.61,-86.38
Shelby,NC,35.29,-81.57
Shelbyville,IN,39.53,-85.77
Shelbyville,KY,38.21,-85.21
Shelbyville,TN,35.48,-86.46
Shelton,CT,41.3,-73.14
Shelton,WA,47.24,-123.15
Shepherdsville,KY,37.98,-85.69
Sheridan,WY,44.84,-106.84
Sherman,TX,33.63,-96.62
Sherwood,AR,34.9,-92.24
Sherwood,OR,45.35,-122.87
Shorewood,IL,41.51,-88.22
Show Low,AZ,34.31,-110.03
Shreveport,LA,32.55,-93.76
Shrewsbury,MA,42.32,-71.81
Sidney,OH,40.28,-84.16
Sierra Madre,CA,34.17,-118.05
Sierra Vista,AZ,31.57,-110.24
Signal Hill,CA,33.8,-118.17
Sikeston,MO,36.9,-89.6
Siloam Springs,AR,36.17,-94.46
Silver Spring,PA,40.06,-76.43
Silverton,OR,44.94,-122.72
Simi Valley,CA,34.28,-118.76
Simpsonville,SC,34.73,-82.26
Simsbury,CT,41.88,-72.81
Sioux City,IA,42.49,-96.38
Sioux Falls,SD,43.57,-96.75
Skippack,PA,40.22,-75.4
Skokie,IL,42.04,-87.74
Slidell,LA,30.3,-89.8
Smithfield,NC,35.49,-78.33
Smithfield,RI,41.91,-71.52
Smithfield,UT,41.82,-111.88
Smithtown,NY,40.85,-73.21
Smithville,MO,39.39,-94.56
Smyrna,DE,39.3,-75.55
Smyrna,GA,33.86,-84.58
Smyrna,TN,35.96,-86.53
Snellville,GA,33.83,-84.02
Snohomish,WA,47.9,-122.04
Snoqualmie,WA,47.58,-121.79
Snyder,TX,32.81,-100.88
Soddy Daisy,TN,35.25,-85.2
Solana Beach,CA,33,-117.26
Soldier,KS,39.49,-95.98
Soledad,CA,36.39,-121.34
Solon,OH,41.38,-81.44
Somers,CT,41.99,-72.45
Somers,NY,41.33,-73.7
Somers Point,NJ,39.32,-74.59
Somerset,KY,37.1,-84.52
Somerset,MA,41.74,-71.16
Somerset,NJ,40.5,-74.51
Somerset,PA,40,-79.09
Somersworth,NH,43.25,-70.89
Somerton,AZ,32.56,-114.69
Somerville,MA,42.39,-71.1
Somerville,NJ,40.59,-74.69
Sonoma,CA,38.25,-122.47
South Amboy,NJ,40.47,-74.28
South Bend,IN,41.66,-86.27
South Burlington,VT,44.44,-73.12
South Charleston,WV,38.34,-81.72
South El Monte,CA,34.05,-118.05
South Elgin,IL,41.99,-88.31
South Gate,CA,33.94,-118.19
South Hadley,MA,42.26,-72.58
South Holland,IL,41.6,-87.6
South Houston,TX,29.66,-95.23
South Jordan,UT,40.56,-111.96
South Lake Tahoe,CA,38.89,-120.01
South Lyon,MI,42.44,-83.66
South Milwaukee,WI,42.91,-87.86
South Orange,NJ,40.75,-74.26
South Park,PA,40.29,-80
South Pasadena,CA,34.11,-118.15
South Plainfield,NJ,40.57,-74.41
South Portland,ME,43.64,-70.26
South River,NJ,40.45,-74.38
South Saint Paul,MN,44.89,-93.04
South San Francisco,CA,37.66,-122.41
South Sioux City,NE,42.47,-96.45
South Windsor,CT,41.84,-72.58
Southampton,NY,40.89,-72.4
Southaven,MS,34.94,-89.96
Southborough,MA,42.3,-71.53
Southbridge,MA,42.06,-72.03
Southbury,CT,41.48,-73.23
Southern Pines,NC,35.23,-79.4
Southfield,MI,42.49,-83.24
Southgate,MI,42.2,-83.21
Southington,CT,41.61,-72.87
Southlake,TX,32.96,-97.15
Southold,NY,41.06,-72.43
Spanish Fork,UT,40.12,-111.7
